region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank,A_test_boot,AB_test_boot
281,2,0.0339,0.7486,TRUE,TRUE,FALSE,0.1357,0.8291
282,2,1e-4,0.0104,FALSE,TRUE,FALSE,0.0151,0.0603
283,2,0.0982,0.2574,TRUE,TRUE,FALSE,0.2714,0.4925
284,2,0.0211,0.028,TRUE,TRUE,FALSE,0.0503,0.0553
285,2,0.0071,0.0309,FALSE,TRUE,FALSE,0.0653,0.1256
286,2,0.0096,0.3004,FALSE,TRUE,FALSE,0.0352,0.5075
287,2,0.0012,0.2703,FALSE,TRUE,FALSE,0.0302,0.5025
288,1,0.0076,NA,FALSE,NA,TRUE,0.0603,0.0905
289,2,0,3e-4,FALSE,FALSE,FALSE,0,0
290,2,0.0044,0.2368,FALSE,TRUE,FALSE,0.0653,0.4271
291,2,1e-4,0.3096,FALSE,TRUE,FALSE,0,0.5477
292,2,4e-4,0.4031,FALSE,TRUE,FALSE,0.0151,0.5628
293,1,0.0501,NA,TRUE,NA,FALSE,0.1709,0.1558
294,2,0.0088,0.3294,FALSE,TRUE,FALSE,0.0704,0.4623
295,1,0.1675,NA,TRUE,NA,FALSE,0.2814,0.2965
296,2,0,1e-4,FALSE,FALSE,FALSE,0.005,0.005
297,2,0.015,0.1595,TRUE,TRUE,FALSE,0.0402,0.3015
298,2,0.0157,0.0082,TRUE,FALSE,FALSE,0.0653,0.0151
299,2,0.189,0.3147,TRUE,TRUE,FALSE,0.3568,0.5377
300,2,7e-4,0.3231,FALSE,TRUE,FALSE,0.005,0.5276
301,2,0.0289,0.0619,TRUE,TRUE,FALSE,0.1407,0.1859
302,2,0.0295,0.0563,TRUE,TRUE,FALSE,0.1106,0.201
303,2,0.0926,0.0195,TRUE,TRUE,FALSE,0.1608,0.0854
304,2,0.0104,0.166,TRUE,TRUE,FALSE,0.0503,0.3467
305,1,0.2657,NA,TRUE,NA,FALSE,0.392,0.4623
306,2,0,0,FALSE,FALSE,FALSE,0.005,0
307,2,0.04,0.4375,TRUE,TRUE,FALSE,0.196,0.6382
308,1,0.3515,NA,TRUE,NA,FALSE,0.4824,0.4774
309,2,0.0017,0.0432,FALSE,TRUE,FALSE,0.0452,0.206
310,2,0.0644,0.0382,TRUE,TRUE,FALSE,0.1508,0.1407
311,2,0.1176,0.3769,TRUE,TRUE,FALSE,0.2663,0.5226
312,2,0.0236,0.8656,TRUE,TRUE,FALSE,0.1106,0.9296
313,2,1e-4,0.0394,FALSE,TRUE,FALSE,0.0101,0.1658
314,2,1e-4,0.4662,FALSE,TRUE,FALSE,0,0.6482
315,2,0.0669,0.2106,TRUE,TRUE,FALSE,0.2613,0.402
316,2,0.0048,0.3741,FALSE,TRUE,FALSE,0.0352,0.5578
317,2,0.0016,0.72,FALSE,TRUE,FALSE,0.0302,0.8894
318,2,0.0316,0.2616,TRUE,TRUE,FALSE,0.1709,0.4824
319,2,0.2054,0.0102,TRUE,TRUE,FALSE,0.4623,0.0854
320,2,0,0,FALSE,FALSE,FALSE,0,0
321,2,2e-4,0.9229,FALSE,TRUE,FALSE,0.0101,0.9447
322,2,2e-4,0.7251,FALSE,TRUE,FALSE,0.0101,0.8191
323,1,0.0689,NA,TRUE,NA,FALSE,0.191,0.206
324,1,0.0789,NA,TRUE,NA,FALSE,0.201,0.2412
325,2,6e-4,0.0976,FALSE,TRUE,FALSE,0.0251,0.3166
326,2,0.0076,0.6618,FALSE,TRUE,FALSE,0.0804,0.809
327,2,1e-4,0.4213,FALSE,TRUE,FALSE,0.005,0.6231
328,2,2e-4,7e-4,FALSE,FALSE,FALSE,0.005,0.0101
329,2,6e-4,0.2974,FALSE,TRUE,FALSE,0.0151,0.4121
330,2,0.1041,0.7901,TRUE,TRUE,FALSE,0.2161,0.8593
331,2,0.0066,0.3065,FALSE,TRUE,FALSE,0.0452,0.4824
332,2,0.0119,0.1552,TRUE,TRUE,FALSE,0.0854,0.3417
333,2,0.0029,0.0038,FALSE,FALSE,FALSE,0.0352,0.0352
334,1,0.0046,NA,FALSE,NA,FALSE,0.0151,0.0402
335,2,0.0265,0.6318,TRUE,TRUE,FALSE,0.1055,0.7588
336,2,8e-4,0.0078,FALSE,FALSE,FALSE,0.0101,0.0553
337,2,8e-4,0.3161,FALSE,TRUE,FALSE,0.0151,0.5226
338,2,2e-4,0.2263,FALSE,TRUE,FALSE,0,0.402
339,2,3e-4,0.009,FALSE,FALSE,FALSE,0.0151,0.0653
340,1,0.1316,NA,TRUE,NA,FALSE,0.1809,0.2362
341,2,0.001,0.0894,FALSE,TRUE,FALSE,0.0101,0.1709
342,2,0.0043,0.0259,FALSE,TRUE,FALSE,0.0302,0.1357
343,1,0.0052,NA,FALSE,NA,FALSE,0.0402,0.0402
344,2,0.0011,0.0045,FALSE,FALSE,FALSE,0.0251,0.0352
345,2,0,0.0846,FALSE,TRUE,FALSE,0,0.201
346,2,0,4e-4,FALSE,FALSE,FALSE,0,0
347,1,0.1161,NA,TRUE,NA,FALSE,0.1759,0.2312
348,1,0.0804,NA,TRUE,NA,FALSE,0.1357,0.1859
349,2,0,0.0033,FALSE,FALSE,FALSE,0,0.0151
350,2,0.007,0.0212,FALSE,TRUE,FALSE,0.0905,0.1457
351,2,0,1e-4,FALSE,FALSE,FALSE,0,0
352,2,0.0028,0.2773,FALSE,TRUE,FALSE,0.0251,0.5176
353,2,0.0282,0.4157,TRUE,TRUE,FALSE,0.2161,0.6734
354,2,5e-4,0.0093,FALSE,FALSE,FALSE,0.0251,0.0905
355,2,1e-4,0.0395,FALSE,TRUE,FALSE,0,0.1608
356,2,0.0242,0.0022,TRUE,FALSE,FALSE,0.0653,0.0151
357,2,0,0.0063,FALSE,FALSE,FALSE,0,0.0201
358,2,0.1046,0.4145,TRUE,TRUE,FALSE,0.3668,0.6884
359,2,0.0194,0.0721,TRUE,TRUE,FALSE,0.1156,0.2714
360,2,0.0095,0.2266,FALSE,TRUE,FALSE,0.0603,0.4271
361,2,0.0112,0.0076,TRUE,FALSE,FALSE,0.0251,0.0402
362,2,0.0087,0.0015,FALSE,FALSE,FALSE,0.0603,0.005
363,2,0.073,0.0014,TRUE,FALSE,FALSE,0.201,0.0402
364,2,0.0079,0.0287,FALSE,TRUE,FALSE,0.0704,0.1658
365,2,3e-4,0.0579,FALSE,TRUE,FALSE,0,0.1759
366,2,0.0319,5e-4,TRUE,FALSE,FALSE,0.1608,0.0101
367,2,0.002,0.2099,FALSE,TRUE,FALSE,0.0201,0.4271
368,2,0.0011,0.0025,FALSE,FALSE,FALSE,0.0151,0.0452
369,1,0.0234,NA,TRUE,NA,FALSE,0.1005,0.0553
370,2,0.0056,0.0017,FALSE,FALSE,FALSE,0.0754,0.0352
371,2,0.0104,0.0016,TRUE,FALSE,FALSE,0.0653,0.0503
372,2,7e-4,0,FALSE,FALSE,FALSE,0.0101,0
373,2,0.5984,0.0598,TRUE,TRUE,FALSE,0.799,0.2563
374,2,0.5869,0.2038,TRUE,TRUE,FALSE,0.799,0.5075
375,2,4e-4,0.058,FALSE,TRUE,FALSE,0.005,0.201
376,2,3e-4,9e-4,FALSE,FALSE,FALSE,0,0.0101
377,1,0.0222,NA,TRUE,NA,FALSE,0.0452,0.0503
378,2,0.2832,0.0359,TRUE,TRUE,FALSE,0.5628,0.2362
379,2,2e-4,0.3118,FALSE,TRUE,FALSE,0,0.5729
380,2,0,0.0033,FALSE,FALSE,FALSE,0,0.0402
381,2,0.003,0.3831,FALSE,TRUE,FALSE,0.0402,0.598
382,2,0.0031,0.0973,FALSE,TRUE,FALSE,0.0201,0.3065
383,2,0.0285,0.0426,TRUE,TRUE,FALSE,0.1809,0.1809
384,2,0.0482,0.0024,TRUE,FALSE,FALSE,0.1256,0.0151
385,1,0.6227,NA,TRUE,NA,FALSE,0.6935,0.6281
386,2,0.2746,0.0017,TRUE,FALSE,FALSE,0.4874,0.0452
387,1,0.0031,NA,FALSE,NA,FALSE,0.0302,0.0553
388,2,0.016,0.3724,TRUE,TRUE,FALSE,0.1005,0.5528
389,2,0.3888,0.3871,TRUE,TRUE,FALSE,0.608,0.7085
390,1,0.5205,NA,TRUE,NA,FALSE,0.6834,0.6935
391,1,0.9795,NA,TRUE,NA,FALSE,1,0.9799
392,2,0.0052,0.0318,FALSE,TRUE,FALSE,0.0955,0.1457
393,2,0.0264,6e-4,TRUE,FALSE,FALSE,0.1055,0.0251
394,1,0.7826,NA,TRUE,NA,FALSE,0.8392,0.8492
395,1,0.4582,NA,TRUE,NA,FALSE,0.5176,0.608
396,2,0.0476,0.0037,TRUE,FALSE,FALSE,0.196,0.0251
397,2,0.0458,0.0922,TRUE,TRUE,FALSE,0.1407,0.2412
398,2,0.0168,0.0945,TRUE,TRUE,FALSE,0.0603,0.201
399,2,0.0023,0.2247,FALSE,TRUE,FALSE,0.0352,0.4472
400,2,0.0018,0.0122,FALSE,TRUE,FALSE,0.0503,0.0804
401,2,0.0069,0.0577,FALSE,TRUE,FALSE,0.0352,0.1508
402,2,0.1027,0.1435,TRUE,TRUE,FALSE,0.2412,0.2864
403,1,0.1875,NA,TRUE,NA,FALSE,0.2663,0.2111
404,2,0.0334,0.0016,TRUE,FALSE,FALSE,0.1558,0.0402
405,1,0.5525,NA,TRUE,NA,FALSE,0.6281,0.608
406,2,0.5402,0.088,TRUE,TRUE,FALSE,0.6784,0.2161
407,2,0.0667,0.0171,TRUE,TRUE,FALSE,0.2513,0.1206
408,2,0.0777,0.0758,TRUE,TRUE,FALSE,0.2161,0.201
409,2,0.1008,0.8242,TRUE,TRUE,FALSE,0.3065,0.9146
410,1,0.0091,NA,FALSE,NA,FALSE,0.0352,0.0151
411,2,0.0526,0.6951,TRUE,TRUE,FALSE,0.1658,0.794
412,2,0.1912,0.8245,TRUE,TRUE,FALSE,0.3819,0.8844
413,2,2e-4,2e-4,FALSE,FALSE,FALSE,0.005,0.0101
414,1,0.0114,NA,TRUE,NA,FALSE,0.0804,0.0503
415,2,0,0.0011,FALSE,FALSE,FALSE,0,0.005
416,2,1e-4,0.6545,FALSE,TRUE,FALSE,0.0201,0.7839
417,1,0.1255,NA,TRUE,NA,FALSE,0.3317,0.3367
418,2,0.0031,0.6876,FALSE,TRUE,FALSE,0.0603,0.8291
419,2,0.0032,0.7617,FALSE,TRUE,FALSE,0.0302,0.9146
420,2,0.0066,0.064,FALSE,TRUE,FALSE,0.0402,0.2513
421,1,0.2548,NA,TRUE,NA,FALSE,0.3518,0.3166
422,2,0.0021,0.1245,FALSE,TRUE,FALSE,0.0302,0.3065
423,2,0.0016,0.378,FALSE,TRUE,FALSE,0.0352,0.5477
424,1,0.5837,NA,TRUE,NA,FALSE,0.603,0.6935
425,2,2e-4,0.0025,FALSE,FALSE,FALSE,0.005,0.0251
426,2,7e-4,0.7697,FALSE,TRUE,FALSE,0.0201,0.8744
427,1,0.0757,NA,TRUE,NA,FALSE,0.1759,0.1809
428,2,0,0.0325,FALSE,TRUE,FALSE,0,0.0754
429,1,5e-4,NA,FALSE,NA,FALSE,0.005,0.0151
430,2,0.0018,0.0093,FALSE,FALSE,FALSE,0.0101,0.0653
431,2,0,2e-4,FALSE,FALSE,FALSE,0,0.0101
432,2,0,3e-4,FALSE,FALSE,FALSE,0,0
433,2,0.2015,0.0024,TRUE,FALSE,FALSE,0.4472,0.0402
434,2,0.0212,0.1847,TRUE,TRUE,FALSE,0.1508,0.402
435,2,0.0973,0.0085,TRUE,FALSE,FALSE,0.2312,0.0754
436,1,0.274,NA,TRUE,NA,FALSE,0.4372,0.4623
437,1,0.9729,NA,TRUE,NA,FALSE,0.995,0.9799
438,2,0,0.0095,FALSE,FALSE,FALSE,0,0.0452
439,2,0,0.0019,FALSE,FALSE,FALSE,0,0.0251
440,2,0.0243,0.467,TRUE,TRUE,FALSE,0.1256,0.6281
441,1,0.5739,NA,TRUE,NA,FALSE,0.5879,0.5678
442,2,0,0.154,FALSE,TRUE,FALSE,0,0.3216
443,2,0.0012,0.167,FALSE,TRUE,FALSE,0.0854,0.4322
444,2,0.0014,0.2386,FALSE,TRUE,FALSE,0.0201,0.4824
445,1,0.2992,NA,TRUE,NA,FALSE,0.4673,0.4975
446,2,3e-4,0.0813,FALSE,TRUE,FALSE,0.005,0.2312
447,1,0.1445,NA,TRUE,NA,FALSE,0.2362,0.2513
448,2,0,0.1426,FALSE,TRUE,FALSE,0,0.2563
449,2,4e-4,0.8031,FALSE,TRUE,FALSE,0.005,0.8643
450,2,0,0.1901,FALSE,TRUE,FALSE,0,0.2714
451,2,1e-4,0.0196,FALSE,TRUE,FALSE,0.005,0.0503
452,2,1e-4,0.5589,FALSE,TRUE,FALSE,0,0.7387
453,1,0,NA,FALSE,NA,FALSE,0,0
454,2,6e-4,0.7044,FALSE,TRUE,FALSE,0.005,0.809
455,1,0.1397,NA,TRUE,NA,FALSE,0.2412,0.2814
456,2,0,1e-4,FALSE,FALSE,FALSE,0,0
457,2,0,0.2304,FALSE,TRUE,FALSE,0,0.4121
458,2,7e-4,0,FALSE,FALSE,FALSE,0.0151,0
459,1,0.0044,NA,FALSE,NA,FALSE,0.0151,0.0352
460,2,0,0,FALSE,FALSE,FALSE,0,0
461,2,0,0.0409,FALSE,TRUE,FALSE,0,0.1759
462,2,8e-4,0.0657,FALSE,TRUE,FALSE,0.0101,0.1809
463,2,1e-4,0.0441,FALSE,TRUE,FALSE,0.0151,0.206
464,2,6e-4,0.0368,FALSE,TRUE,FALSE,0.0101,0.1558
465,1,0.0136,NA,TRUE,NA,FALSE,0.0603,0.0603
466,2,0,0.0048,FALSE,FALSE,FALSE,0,0.0302
467,2,0.0459,0.4782,TRUE,TRUE,FALSE,0.1608,0.7186
468,1,0.3484,NA,TRUE,NA,TRUE,0.5176,0.5678
469,2,0.1001,0.1008,TRUE,TRUE,FALSE,0.2764,0.2312
470,2,0.0029,0.0063,FALSE,FALSE,FALSE,0.0201,0.0503
471,2,5e-4,0.3613,FALSE,TRUE,FALSE,0.0101,0.5427
472,2,0,0.0072,FALSE,FALSE,FALSE,0,0.0603
473,2,0.549,0.1472,TRUE,TRUE,FALSE,0.7035,0.3618
474,2,0,0.157,FALSE,TRUE,FALSE,0.005,0.3367
475,2,0.0024,0.0112,FALSE,TRUE,FALSE,0.0101,0.0503
476,2,0.0484,0.5935,TRUE,TRUE,FALSE,0.1709,0.7085
477,2,0,0.0183,FALSE,TRUE,FALSE,0,0.0854
478,2,0.0217,0.3347,TRUE,TRUE,FALSE,0.0804,0.4724
479,2,0.0431,0.2136,TRUE,TRUE,FALSE,0.206,0.4523
480,2,0,0.0179,FALSE,TRUE,FALSE,0,0.0905
481,1,0.0603,NA,TRUE,NA,FALSE,0.201,0.206
482,2,0.3638,0.1226,TRUE,TRUE,FALSE,0.5528,0.2462
483,2,0.0066,0.0227,FALSE,TRUE,FALSE,0.0704,0.1055
484,2,0.0247,0.1245,TRUE,TRUE,FALSE,0.0854,0.2563
485,1,0.1042,NA,TRUE,NA,FALSE,0.1357,0.1658
486,2,0,0,FALSE,FALSE,FALSE,0,0.005
487,1,0.0107,NA,TRUE,NA,FALSE,0.0402,0.0704
488,1,0.2368,NA,TRUE,NA,FALSE,0.3819,0.3869
489,2,0,0.0978,FALSE,TRUE,FALSE,0,0.2714
490,2,0,0,FALSE,FALSE,FALSE,0,0
491,2,0.0176,0.0783,TRUE,TRUE,FALSE,0.0804,0.201
492,2,0.0058,0.0422,FALSE,TRUE,FALSE,0.0603,0.1859
493,2,0.0012,0.8075,FALSE,TRUE,FALSE,0.0151,0.8543
494,2,0.0119,0.1568,TRUE,TRUE,FALSE,0.0603,0.2513
495,1,0.0738,NA,TRUE,NA,FALSE,0.1859,0.196
496,2,2e-4,0.2653,FALSE,TRUE,FALSE,0.0101,0.4271
497,2,6e-4,0.1792,FALSE,TRUE,FALSE,0.0101,0.3618
498,2,2e-4,0.0213,FALSE,TRUE,FALSE,0.0101,0.1307
499,2,3e-4,0.0559,FALSE,TRUE,FALSE,0.0151,0.1457
500,2,0.0011,0.0947,FALSE,TRUE,FALSE,0.0151,0.2663
501,1,1e-4,NA,FALSE,NA,FALSE,0.0101,0.0251
502,1,0.0903,NA,TRUE,NA,FALSE,0.2714,0.2513
503,2,0.0167,0.3112,TRUE,TRUE,FALSE,0.0704,0.4874
504,1,0.0123,NA,TRUE,NA,FALSE,0.0653,0.0704
505,1,0.0178,NA,TRUE,NA,FALSE,0.0704,0.0402
506,1,0.9538,NA,TRUE,NA,FALSE,0.9698,0.9698
507,2,0.0026,0.0401,FALSE,TRUE,FALSE,0.0402,0.1759
508,2,0.0074,0.0648,FALSE,TRUE,FALSE,0.0553,0.191
509,1,0.1621,NA,TRUE,NA,FALSE,0.3216,0.2915
510,2,0,0.0017,FALSE,FALSE,FALSE,0.005,0.0201
511,2,0.0121,0.1587,TRUE,TRUE,FALSE,0.1206,0.407
512,2,0.0095,9e-4,FALSE,FALSE,FALSE,0.0754,0.0201
513,2,0,0.0085,FALSE,FALSE,FALSE,0,0.0603
514,1,0.0838,NA,TRUE,NA,FALSE,0.2111,0.2362
515,1,0.0052,NA,FALSE,NA,FALSE,0.0201,0.0201
516,1,0.0083,NA,FALSE,NA,FALSE,0.0503,0.0402
517,2,0.0019,0.0157,FALSE,TRUE,FALSE,0.0503,0.1256
518,2,0,0.0026,FALSE,FALSE,FALSE,0,0.0352
519,1,0.4711,NA,TRUE,NA,FALSE,0.6583,0.6482
520,1,0.0037,NA,FALSE,NA,FALSE,0.0101,0.0251
521,2,0,0.193,FALSE,TRUE,FALSE,0,0.4372
522,2,1e-4,0.0427,FALSE,TRUE,FALSE,0,0.1608
523,2,0,0.2549,FALSE,TRUE,FALSE,0,0.3719
524,2,0.0054,0.2911,FALSE,TRUE,FALSE,0.0151,0.402
525,1,0.8372,NA,TRUE,NA,FALSE,0.9146,0.9397
526,2,0,7e-4,FALSE,FALSE,FALSE,0.005,0.0151
527,2,0.0149,0.9598,TRUE,TRUE,FALSE,0.0754,0.9899
528,2,1e-4,0.2025,FALSE,TRUE,FALSE,0.005,0.3719
529,2,0,0.506,FALSE,TRUE,FALSE,0,0.7186
530,1,0.3663,NA,TRUE,NA,FALSE,0.5226,0.5477
531,2,2e-4,0.0658,FALSE,TRUE,FALSE,0.005,0.196
532,1,0.5837,NA,TRUE,NA,FALSE,0.7286,0.6884
533,2,2e-4,0.069,FALSE,TRUE,FALSE,0,0.206
534,2,0,0.0457,FALSE,TRUE,FALSE,0,0.1709
535,2,2e-4,0.0517,FALSE,TRUE,FALSE,0,0.2161
536,2,0.0033,0.2028,FALSE,TRUE,FALSE,0.0402,0.3618
537,2,1e-4,0.0353,FALSE,TRUE,FALSE,0.0151,0.1709
538,2,0.0202,0.2405,TRUE,TRUE,FALSE,0.0251,0.5628
539,1,0.9106,NA,TRUE,NA,FALSE,0.9196,0.9045
540,2,0.0016,0.0282,FALSE,TRUE,FALSE,0.0201,0.1055
541,2,0,0.0063,FALSE,FALSE,FALSE,0,0.0251
542,2,4e-4,0.1103,FALSE,TRUE,FALSE,0,0.1709
543,2,9e-4,2e-4,FALSE,FALSE,FALSE,0.0151,0.005
544,2,1e-4,0.3571,FALSE,TRUE,FALSE,0,0.4372
545,1,0.5989,NA,TRUE,NA,FALSE,0.7085,0.7487
546,2,8e-4,0.6438,FALSE,TRUE,FALSE,0.0251,0.8392
547,2,4e-4,0.0121,FALSE,TRUE,FALSE,0.005,0.0553
548,2,0,0.0061,FALSE,FALSE,FALSE,0,0.0603
549,2,0.0379,0.2012,TRUE,TRUE,FALSE,0.1307,0.4523
550,1,0.0029,NA,FALSE,NA,FALSE,0.0452,0.0553
551,2,0.002,0.0764,FALSE,TRUE,FALSE,0.0302,0.2261
552,1,0.0048,NA,FALSE,NA,FALSE,0.0503,0.0653
