;SEM IIS;;;;COM IIS;;;;0;1;1
277;30,2883;33,1706;31,4453;;29,4378;30,4691;29,8518;;1;1;1
278;24,0072;26,9159;25,1748;;22,3963;23,8242;22,9695;;1;1;1
279;26,2923;29,201;27,4599;;25,1178;26,4664;25,6591;;1;1;1
280;40,784;43,6928;41,9517;;38,8422;40,2701;39,4154;;1;1;1
281;30,8027;33,7115;31,9704;;28,7756;29,516;29,0728;;1;1;1
282;21,0001;23,8823;22,1571;;20,5385;21,6226;20,9737;;1;1;1
283;29,2109;32,1196;30,3785;;28,2733;28,9608;28,5493;;1;1;1
284;29,5186;32,4273;30,6862;;27,9353;28,6757;28,2325;;1;1;1
285;24,85;27,7587;26,0176;;22,9203;24,0045;23,3555;;1;1;1
286;23,9453;26,854;25,1129;;23,1354;23,9287;23,4538;;1;1;1
287;29,1979;32,0802;30,3549;;28,1935;29,4363;28,6924;;1;1;1
288;23,1157;25,998;24,2727;;21,6955;22,8061;22,1413;;1;1;1
289;32,1798;35,0885;33,3474;;31,3076;31,8894;31,5412;;1;1;1
290;27,9528;30,8615;29,1204;;27,0518;28,2153;27,5188;;1;1;1
291;24,6439;27,5527;25,8115;;23,6859;24,6643;24,0786;;1;1;1
292;26,4374;29,3461;27,605;;26,2664;27,0861;26,5954;;1;1;1
293;30,1128;33,0216;31,2805;;29,6579;30,4776;29,9869;;1;1;1
294;27,6444;30,5531;28,812;;27,0278;27,8739;27,3674;;1;1;1
295;25,0218;27,9306;26,1895;;24,5767;25,3435;24,8845;;1;1;1
296;27,8841;30,7928;29,0517;;27,0957;28,5236;27,6689;;1;1;1
297;29,4387;32,3475;30,6064;;29,0412;29,7287;29,3172;;1;1;1
298;31,7158;34,6245;32,8834;;31,242;32,2997;31,6666;;1;1;1
299;29,9977;32,9064;31,1653;;29,415;30,7636;29,9564;;1;1;1
300;32,7901;35,6989;33,9578;;32,2627;33,4262;32,7297;;1;1;1
301;27,7795;30,6883;28,9472;;27,758;28,3133;27,9809;;1;1;1
302;28,7086;31,6174;29,8763;;28,0503;29,1345;28,4855;;1;1;1
303;26,5203;29,4291;27,6879;;26,3103;26,8921;26,5439;;1;1;1
304;27,0643;29,973;28,2319;;26,9205;27,8195;27,2814;;1;1;1
305;21,8368;24,7456;23,0045;;21,4418;22,0764;21,6965;;1;1;1
306;27,5755;30,4842;28,7431;;24,9112;25,8103;25,2721;;1;1;1
307;27,1592;30,068;28,3268;;26,8103;27,5242;27,0969;;1;1;1
308;25,1431;28,0518;26,3107;;24,9856;25,5145;25,1979;;1;1;1
309;27,2736;30,1823;28,4412;;26,9881;27,8078;27,3171;;1;1;1
310;27,7725;30,6812;28,9401;;27,2058;28,3429;27,6623;;1;1;1
311;28,8975;31,8062;30,0651;;28,4104;29,3095;28,7713;;1;1;1
312;26,5102;29,4189;27,6778;;26,2004;26,8879;26,4764;;1;1;1
313;26,496;29,4048;27,6637;;25,7508;26,5969;26,0904;;1;1;1
314;28,0533;30,9621;29,221;;26,965;27,7318;27,2728;;1;1;1
315;31,277;34,1857;32,4446;;30,4032;31,3287;30,7747;;1;1;1
316;26,0219;28,9306;27,1895;;25,5504;26,1586;25,7946;;1;1;1
317;24,1783;27,087;25,3459;;23,6083;24,481;23,9586;;1;1;1
318;27,3068;30,2156;28,4744;;26,6326;27,7961;27,0996;;1;1;1
319;26,9878;29,8965;28,1554;;26,8324;27,4406;27,0766;;1;1;1
320;26,2037;29,1124;27,3713;;25,8713;26,6646;26,1897;;1;1;1
321;30,5021;33,4109;31,6697;;29,6092;30,6405;30,0232;;1;1;1
322;32,4781;35,3869;33,6457;;31,5863;32,4589;31,9366;;1;1;1
323;25,4915;28,3738;26,6485;;25,0893;26,0413;25,4715;;1;1;1
324;24,016;26,8983;25,173;;23,0687;24,3115;23,5676;;1;1;1
325;36,1561;39,0648;37,3237;;35,8585;36,9692;36,3044;;1;1;1
326;28,0698;30,9521;29,2268;;27,355;28,3862;27,7689;;1;1;1
327;25,7203;28,6026;26,8774;;24,9656;26,2084;25,4645;;1;1;1
328;28,2752;31,1839;29,4428;;27,579;28,716;28,0354;;1;1;1
329;28,1153;31,0241;29,283;;27,4886;28,6257;27,9451;;1;1;1
330;25,8407;28,7494;27,0083;;25,2088;25,8698;25,4741;;1;1;1
331;26,5603;29,469;27,7279;;26,3487;26,9305;26,5823;;1;1;1
332;33,8477;36,7565;35,0154;;32,165;33,6723;32,7701;;1;1;1
333;32,8211;35,7299;33,9888;;32,1133;32,8008;32,3893;;1;1;1
334;26,558;29,4403;27,715;;26,3353;26,8642;26,5476;;1;1;1
335;23,4909;26,3732;24,6479;;22,7061;23,8167;23,1519;;1;1;1
336;29,0012;31,9099;30,1688;;27,5283;28,3216;27,8467;;1;1;1
337;21,8696;24,7783;23,0372;;20,3776;21,4618;20,8128;;1;1;1
338;23,7283;26,637;24,8959;;21,7441;23,0662;22,2748;;1;1;1
339;33,3948;36,2771;34,5518;;28,8577;31,2905;29,8343;;1;1;1
340;31,0004;33,9092;32,1681;;30,6478;31,3882;30,945;;1;1;1
341;25,8897;28,7984;27,0573;;25,5821;26,2168;25,8369;;1;1;1
342;28,3905;31,2992;29,5581;;27,9401;28,5218;28,1736;;1;1;1
343;24,0822;26,9645;25,2393;;23,0764;23,8168;23,3737;;1;1;1
344;29,3809;32,2896;30,5485;;28,4558;29,249;28,7742;;1;1;1
345;27,1841;30,0929;28,3518;;26,5156;27,494;26,9083;;1;1;1
346;42,121;45,0297;43,2886;;39,9384;41,1548;40,4267;;1;1;1
347;27,5655;30,4742;28,7331;;24,6162;25,5681;24,9983;;1;1;1
348;27,4948;30,3771;28,6518;;26,9446;27,685;27,2419;;1;1;1
349;27,4153;30,324;28,5829;;26,1226;27,0745;26,5047;;1;1;1
350;32,4646;35,3733;33,6322;;32,2514;33,362;32,6972;;1;1;1
351;33,6561;36,5648;34,8237;;32,3056;33,76;32,8894;;1;1;1
352;26,4639;29,3726;27,6315;;24,4382;25,7604;24,9689;;1;1;1
353;28,8747;31,7834;30,0423;;26,4276;28,0142;27,0645;;1;1;1
354;28,7962;31,7049;29,9638;;27,8588;28,9694;28,3046;;1;1;1
355;27,9688;30,8775;29,1364;;27,2498;28,0695;27,5789;;1;1;1
356;32,7957;35,7045;33,9634;;31,2912;32,8249;31,9068;;1;1;1
357;30,7784;33,6871;31,946;;28,5;29,8221;29,0307;;1;1;1
358;31,4063;34,2886;32,5633;;30,6362;31,641;31,0396;;1;1;1
359;34,7811;37,6898;35,9487;;34,2484;35,3326;34,6837;;1;1;1
360;35,2601;38,1688;36,4277;;35,2431;36,1951;35,6253;;1;1;1
361;27,8942;30,8029;29,0618;;26,9208;28,2165;27,4409;;1;1;1
362;30,1662;33,075;31,3338;;30,0663;30,8067;30,3635;;1;1;1
363;32,3326;35,2414;33,5002;;31,0035;32,6165;31,651;;1;1;1
364;32,0467;34,9554;33,2143;;30,6323;31,928;31,1524;;1;1;1
365;31,7715;34,6802;32,9391;;27,8293;29,0456;28,3175;;1;1;1
366;31,4759;34,3847;32,6436;;30,9447;31,6058;31,2101;;1;1;1
367;33,9514;36,8601;35,119;;32,9446;34,5577;33,5921;;1;1;1
368;27,7741;30,6828;28,9417;;26,967;27,9719;27,3704;;1;1;1
369;30,0901;32,9724;31,2471;;29,6129;30,3004;29,8888;;1;1;1
370;34,864;37,7727;36,0316;;34,5277;35,0301;34,7293;;1;1;1
371;29,9537;32,8624;31,1213;;29,2106;30,1625;29,5927;;1;1;1
372;29,8417;32,7505;31,0094;;29,231;29,9714;29,5282;;1;1;1
373;32,3929;35,3017;33,5606;;31,7955;32,6417;32,1352;;1;1;1
374;34,1001;37,0088;35,2677;;32,6607;33,9829;33,1915;;1;1;1
375;30,8812;33,79;32,0488;;29,8288;31,098;30,3383;;1;1;1
376;30,3635;33,2722;31,5311;;30,1749;30,8624;30,4509;;1;1;1
377;30,9071;33,8159;32,0748;;30,6728;31,2545;30,9063;;1;1;1
378;35,7411;38,6498;36,9087;;35,3074;36,2065;35,6683;;1;1;1
379;26,7072;29,6159;27,8748;;25,0067;25,8264;25,3358;;1;1;1
380;27,32;30,2288;28,4877;;26,4462;27,4511;26,8496;;1;1;1
381;30,1148;33,0235;31,2824;;29,4113;30,0724;29,6767;;1;1;1
382;30,648;33,5567;31,8156;;30,3501;31,1169;30,6579;;1;1;1
383;23,8279;26,7366;24,9955;;23,2498;23,858;23,4939;;1;1;1
384;29,2799;32,1887;30,4476;;28,9738;29,8993;29,3454;;1;1;1
385;31,7849;34,6936;32,9525;;30,8064;32,393;31,4433;;1;1;1
386;30,392;33,3007;31,5596;;29,6098;30,641;30,0237;;1;1;1
387;26,6788;29,5875;27,8464;;26,6403;27,275;26,8951;;1;1;1
388;29,1451;32,0539;30,3128;;28,0315;29,3008;28,541;;1;1;1
389;29,7428;32,6515;30,9104;;29,1908;29,9312;29,488;;1;1;1
390;25,3285;28,2107;26,4855;;25,2473;25,9084;25,5127;;1;1;1
391;30,5453;33,454;31,7129;;24,7745;28,027;26,0802;;1;1;1
392;32,9458;35,8546;34,1135;;32,3273;33,2263;32,6882;;1;1;1
393;32,9471;35,8559;34,1147;;31,1075;32,3239;31,5958;;1;1;1
394;29,6622;32,5445;30,8192;;29,6007;30,2882;29,8766;;1;1;1
395;23,2124;26,1211;24,38;;22,5571;23,2446;22,8331;;1;1;1
396;34,932;37,8407;36,0996;;33,0981;34,0765;33,4908;;1;1;1
397;29,8427;32,7514;31,0103;;27,7275;28,9439;28,2158;;1;1;1
398;19,8096;22,7183;20,9772;;18,9924;19,7328;19,2896;;1;1;1
399;20,9282;23,837;22,0959;;20,323;21,0898;20,6308;;1;1;1
400;27,7149;30,6237;28,8826;;27,3649;28,2904;27,7364;;1;1;1
401;25,8431;28,7518;27,0107;;25,5549;26,216;25,8203;;1;1;1
402;22,7066;25,6153;23,8742;;21,5555;22,7454;22,0331;;1;1;1
403;26,7581;29,6668;27,9257;;22,8856;24,3135;23,4588;;1;1;1
404;43,0989;46,0076;44,2665;;42,5334;43,3267;42,8518;;1;1;1
405;22,6627;25,5714;23,8303;;21,5003;22,4258;21,8718;;1;1;1
406;33,3026;36,2113;34,4702;;32,0301;33,1407;32,476;;1;1;1
407;31,048;33,9568;32,2156;;29,3977;30,6406;29,8966;;1;1;1
408;28,1018;31,0105;29,2694;;28,0655;28,5679;28,2671;;1;1;1
409;31,0521;33,9608;32,2197;;28,9634;30,1005;29,4198;;1;1;1
410;27,2469;30,1556;28,4145;;24,6477;26,7896;25,5075;;1;1;1
411;27,4386;30,3473;28,6062;;26,4573;27,4357;26,8501;;1;1;1
412;31,0677;33,9764;32,2353;;29,9735;31,137;30,4406;;1;1;1
413;29,9318;32,8405;31,0994;;28,3248;29,6205;28,8449;;1;1;1
414;20,0197;22,9284;21,1873;;18,9555;19,8017;19,2952;;1;1;1
415;30,8691;33,7778;32,0367;;30,7671;31,4547;31,0431;;1;1;1
416;28,7333;31,6421;29,9009;;28,3245;29,2235;28,6854;;1;1;1
417;31,5414;34,4237;32,6984;;30,8169;31,8746;31,2415;;1;1;1
418;24,8241;27,7328;25,9917;;20,9463;22,5064;21,5726;;1;1;1
419;26,0111;28,9198;27,1787;;24,7579;25,8421;25,1931;;1;1;1
420;25,5732;28,4555;26,7302;;23,9367;25,2852;24,478;;1;1;1
421;30,5196;33,4019;31,6766;;28,5033;30,1428;29,1614;;1;1;1
422;28,7306;31,6393;29,8982;;27,7724;28,9623;28,25;;1;1;1
423;25,245;28,1272;26,402;;23,6344;24,8508;24,1227;;1;1;1
424;23,3724;26,2811;24,54;;22,7821;23,549;23,0899;;1;1;1
425;28,1676;31,0763;29,3352;;27,8273;28,3033;28,0184;;1;1;1
426;25,3814;28,2637;26,5384;;25,202;25,7308;25,4143;;1;1;1
427;30,1205;33,0292;31,2881;;28,4342;29,3333;28,7951;;1;1;1
428;31,0296;33,9383;32,1972;;27,8093;28,7877;28,202;;1;1;1
429;28,9197;31,802;30,0767;;28,8718;29,6651;29,1903;;1;1;1
430;27,2016;30,0839;28,3587;;26,8465;27,6133;27,1543;;1;1;1
431;25,5686;28,4773;26,7362;;22,4365;24,1024;23,1053;;1;1;1
432;31,0993;33,9816;32,2563;;26,16;27,6937;26,7757;;1;1;1
433;25,9123;28,821;27,0799;;24,823;25,722;25,1839;;1;1;1
434;20,8406;23,7493;22,0082;;20,2929;20,8746;20,5264;;1;1;1
435;27,0185;29,9272;28,1861;;26,577;27,4496;26,9272;;1;1;1
436;25,0221;27,9308;26,1897;;24,1941;24,8816;24,4701;;1;1;1
437;23,2425;26,1513;24,4102;;22,9876;23,5165;23,1999;;1;1;1
438;22,7392;25,6479;23,9068;;22,4649;23,0996;22,7197;;1;1;1
439;24,0779;26,9867;25,2456;;23,6879;24,4019;23,9745;;1;1;1
440;22,9387;25,8475;24,1063;;22,1165;23,0949;22,5092;;1;1;1
441;20,6078;23,5166;21,7754;;20,0461;20,8658;20,3751;;1;1;1
442;22,4263;25,3351;23,594;;22,2212;22,7765;22,4441;;1;1;1
443;39,1654;42,0741;40,333;;37,9526;39,116;38,4196;;1;1;1
444;28,2042;31,113;29,3718;;27,3942;28,3726;27,787;;1;1;1
445;23,7754;26,6576;24,9324;;22,3171;23,5071;22,7948;;1;1;1
446;25,2834;28,1922;26,4511;;24,8132;25,6329;25,1422;;1;1;1
447;30,7899;33,6722;31,9469;;29,388;30,7895;29,9506;;1;1;1
448;27,1407;30,0494;28,3083;;25,7707;26,6169;26,1104;;1;1;1
449;33,2405;36,1492;34,4081;;30,8748;32,1705;31,3949;;1;1;1
450;30,2433;33,152;31,4109;;25,8151;26,6877;26,1654;;1;1;1
451;27,8249;30,7337;28,9926;;26,6484;27,4417;26,9669;;1;1;1
452;27,3164;30,2251;28,484;;26,4137;27,3128;26,7746;;1;1;1
453;33,868;36,7767;35,0356;;32,6191;33,624;33,0225;;1;1;1
454;27,5256;30,4344;28,6933;;26,7256;27,5453;27,0547;;1;1;1
455;29,2807;32,1894;30,4483;;28,8388;29,6321;29,1572;;1;1;1
456;27,0713;29,9801;28,239;;26,5548;27,4009;26,8944;;1;1;1
457;32,3116;35,2203;33,4792;;32,1764;33,1019;32,5479;;1;1;1
458;31,3243;34,2331;32,492;;30,884;31,6773;31,2025;;1;1;1
459;23,2471;26,1558;24,4147;;22,6129;23,4855;22,9632;;1;1;1
460;25,0588;27,9675;26,2264;;24,838;25,8429;25,2414;;1;1;1
461;34,9685;37,8772;36,1361;;34,2541;35,3911;34,7105;;1;1;1
462;17,3365;20,2452;18,5041;;16,949;17,5307;17,1825;;1;1;1
463;29,2126;32,1213;30,3802;;28,6647;29,4051;28,9619;;1;1;1
464;28,8323;31,741;29,9999;;28,3291;29,1752;28,6687;;1;1;1
465;25,816;28,7247;26,9836;;25,1287;26,6359;25,7337;;1;1;1
466;26,2182;29,1269;27,3858;;25,683;26,2383;25,9059;;1;1;1
467;25,6469;28,5292;26,804;;24,7648;25,4787;25,0514;;1;1;1
468;25,4562;28,3385;26,6132;;23,8041;24,7825;24,1968;;1;1;1
469;27,0804;29,9891;28,248;;26,4926;27,2065;26,7792;;1;1;1
470;21,1911;24,0998;22,3587;;20,1162;20,9888;20,4665;;1;1;1
471;22,4516;25,3603;23,6192;;21,6937;22,5134;22,0227;;1;1;1
472;24,7976;27,7063;25,9652;;24,5844;25,1397;24,8074;;1;1;1
473;26,2274;29,1361;27,395;;25,9104;26,4922;26,144;;1;1;1
474;24,6502;27,559;25,8179;;24,4473;25,029;24,6808;;1;1;1
475;29,4049;32,3136;30,5725;;26,8607;27,7333;27,211;;1;1;1
476;27,3132;30,222;28,4809;;26,0361;27,6491;26,6836;;1;1;1
477;23,0644;25,9731;24,232;;22,3028;23,2283;22,6743;;1;1;1
478;21,9978;24,9065;23,1654;;21,7967;22,352;22,0196;;1;1;1
479;26,7917;29,7004;27,9593;;25,2352;26,2136;25,628;;1;1;1
480;30,9804;33,8891;32,148;;30,5456;31,762;31,0339;;1;1;1
481;32,0918;35,0005;33,2594;;31,7639;32,5308;32,0718;;1;1;1
482;23,0449;25,9537;24,2126;;22,6503;23,3378;22,9263;;1;1;1
483;26,971;29,8797;28,1386;;26,6096;27,2971;26,8855;;1;1;1
484;21,1104;24,0191;22,278;;20,2337;20,9212;20,5097;;1;1;1
485;32,542;35,4242;33,699;;31,8691;33,0326;32,3362;;1;1;1
486;30,1395;33,0482;31,3071;;28,4427;29,2624;28,7718;;1;1;1
487;23,7123;26,5946;24,8693;;23,4234;23,9787;23,6463;;1;1;1
488;27,4447;30,3535;28,6124;;25,9581;26,6721;26,2447;;1;1;1
489;29,1959;32,1046;30,3635;;28,7713;29,4588;29,0473;;1;1;1
490;28,327;31,2357;29,4946;;27,8668;28,3428;28,0579;;1;1;1
491;36,3633;39,272;37,5309;;35,958;36,7777;36,2871;;1;1;1
492;29,0627;31,9714;30,2303;;28,7377;29,5575;29,0668;;1;1;1
493;23,7665;26,6752;24,9341;;23,2273;24,285;23,6519;;1;1;1
494;27,1505;30,0593;28,3182;;26,8307;27,4124;27,0642;;1;1;1
495;24,7037;27,6124;25,8713;;24,6629;25,1653;24,8646;;1;1;1
496;25,6646;28,5733;26,8322;;24,4045;25,092;24,6805;;1;1;1
497;24,0891;26,9978;25,2567;;23,724;24,3587;23,9788;;1;1;1
498;29,5319;32,4407;30,6996;;29,1665;30,1713;29,5699;;1;1;1
499;21,656;24,5648;22,8237;;21,0287;22,0864;21,4533;;1;1;1
500;28,7417;31,6505;29,9094;;26,7727;28,0948;27,3034;;1;1;1
501;25,4917;28,374;26,6487;;24,5666;25,7301;25,0337;;1;1;1
502;25,5359;28,4182;26,6929;;24,08;25,6666;24,7169;;1;1;1
503;28,449;31,3577;29,6166;;26,8281;27,8858;27,2527;;1;1;1
504;35,5601;38,4689;36,7277;;32,8239;34,0403;33,3122;;1;1;1
505;26,0781;28,9604;27,2351;;24,6057;25,8221;25,094;;1;1;1
506;26,749;29,6577;27,9166;;25,5166;26,733;26,0049;;1;1;1
507;29,8174;32,7261;30,985;;28,4286;29,6979;28,9381;;1;1;1
508;27,6232;30,5319;28,7908;;26,8733;27,7459;27,2236;;1;1;1
509;24,3545;27,2632;25,5221;;23,4239;24,6667;23,9228;;1;1;1
510;32,8428;35,7516;34,0105;;30,7471;32,2544;31,3522;;1;1;1
511;29,632;32,5407;30,7996;;28,4357;29,7314;28,9558;;1;1;1
512;25,8217;28,7304;26,9893;;24,9778;26,0091;25,3918;;1;1;1
513;27,2126;30,1213;28,3802;;24,3391;26,3752;25,1564;;1;1;1
514;25,8227;28,7315;26,9904;;24,8365;25,8678;25,2505;;1;1;1
515;28,9566;31,8653;30,1242;;28,8906;29,631;29,1879;;1;1;1
516;26,8498;29,7585;28,0174;;25,3907;26,5278;25,8472;;1;1;1
517;29,8234;32,7321;30,991;;27,4202;29,5356;28,2693;;1;1;1
518;27,0387;29,9474;28,2063;;26,7851;27,499;27,0717;;1;1;1
519;22,1003;25,009;23,2679;;21,2961;22,4596;21,7631;;1;1;1
520;26,485;29,3937;27,6526;;26,3317;26,9399;26,5758;;1;1;1
521;25,6044;28,5131;26,772;;25,2028;25,8903;25,4788;;1;1;1
522;25,2399;28,1486;26,4075;;24,6202;25,44;24,9493;;1;1;1
523;25,2606;28,1694;26,4283;;23,6455;24,7825;24,1019;;1;1;1
524;30,686;33,5947;31,8536;;30,1068;31,4553;30,6481;;1;1;1
525;27,6277;30,5364;28,7953;;26,681;27,9767;27,2012;;1;1;1
526;19,7421;22,6509;20,9098;;18,2386;19,6665;18,8118;;1;1;1
527;21,4331;24,3419;22,6008;;19,8693;20,6891;20,1984;;1;1;1
528;37,4962;40,405;38,6639;;34,8997;36,9887;35,7382;;1;1;1
529;26,2389;29,1477;27,4066;;25,8837;27,1001;26,372;;1;1;1
530;27,3746;30,2833;28,5422;;26,7271;27,441;27,0137;;1;1;1
531;22,3156;25,1979;23,4726;;21,786;23,1346;22,3273;;1;1;1
532;30,9927;33,9015;32,1604;;30,5765;31,3169;30,8738;;1;1;1
533;24,5991;27,5078;25,7667;;23,6112;24,9862;24,1631;;1;1;1
534;26,0566;28,9654;27,2243;;21,6013;22,7648;22,0683;;1;1;1
535;24,3137;27,2225;25,4814;;23,4997;24,5574;23,9243;;1;1;1
536;20,8039;23,7127;21,9716;;18,8387;20,1608;19,3694;;1;1;1
537;27,4384;30,3471;28,606;;26,7867;27,58;27,1051;;1;1;1
538;22,7931;25,7018;23,9607;;21,5726;22,7889;22,0608;;1;1;1
539;31,4344;34,3167;32,5914;;30,9225;32,1918;31,432;;1;1;1
540;30,5192;33,4279;31,6868;;29,7945;30,8523;30,2191;;1;1;1
541;21,4898;24,3985;22,6574;;19,9719;20,7387;20,2797;;1;1;1
542;28,0356;30,9444;29,2032;;26,7645;28,3775;27,412;;1;1;1
543;36,6983;39,607;37,8659;;34,9617;36,1516;35,4393;;1;1;1
544;22,275;25,1573;23,432;;21,384;22,3359;21,7661;;1;1;1
545;28,9139;31,8227;30,0816;;27,7876;29,2156;28,3608;;1;1;1
546;33,4599;36,3686;34,6275;;32,3024;33,4923;32,78;;1;1;1
547;28,5503;31,4591;29,7179;;27,6466;28,5193;27,9969;;1;1;1
548;30,654;33,5627;31,8216;;30,0733;31,1574;30,5085;;1;1;1
549;23,5549;26,4636;24,7225;;22,8337;23,627;23,1521;;1;1;1
550;27,6134;30,4957;28,7704;;26,674;27,6524;27,0668;;1;1;1
551;28,5137;31,4224;29,6813;;24,8097;26,8194;25,6164;;1;1;1
552;39,3893;42,2981;40,557;;36,4276;38,0671;37,0858;;1;1;1
